Project,Course Code,Course Title,Course UniqueID,QuestionKey,Enrollments,Respondents,ResponseRate,Mean,Std,Value,OptionRespondents,OptionResponseRate,Comments,BenchmarkLabel1,BenchmarkMean1,BenchmarkStd1
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.007.28585,Software Engineering Tools,wl.202110.ECE.49595.007.28585,496882-0,7,2,28.5714283,3,0,3,2,100,,Professors in Department,4.046481201,0.95131923
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.008.28586,Software Engineering Tools,wl.202110.ECE.49595.008.28586,496882-0,22,13,59.09090805,4.153846264,0.898717046,5,6,46.15384674,,Professors in Department,4.046481201,0.95131923
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.008.28586,Software Engineering Tools,wl.202110.ECE.49595.008.28586,496882-0,22,13,59.09090805,4.153846264,0.898717046,4,3,23.07692337,,Professors in Department,4.046481201,0.95131923
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.008.28586,Software Engineering Tools,wl.202110.ECE.49595.008.28586,496882-0,22,13,59.09090805,4.153846264,0.898717046,3,4,30.76922989,,Professors in Department,4.046481201,0.95131923
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.014.31216,Advanced Software Engineering,wl.202120.ECE.59500.014.31216,496882-0,17,12,70.58823395,4.583333492,0.792961478,5,9,75,,Professors in Department,4.046481201,0.95131923
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.014.31216,Advanced Software Engineering,wl.202120.ECE.59500.014.31216,496882-0,17,12,70.58823395,4.583333492,0.792961478,4,1,8.333333015,,Professors in Department,4.046481201,0.95131923
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.014.31216,Advanced Software Engineering,wl.202120.ECE.59500.014.31216,496882-0,17,12,70.58823395,4.583333492,0.792961478,3,2,16.66666603,,Professors in Department,4.046481201,0.95131923
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.EP7.31745,Advanced Software Engineering,wl.202120.ECE.59500.EP7.31745,496882-0,1,1,100,5,0,5,1,100,,Professors in Department,4.046481201,0.95131923
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.OLA.31445,Advanced Software Engineering,wl.202120.ECE.59500.OLA.31445,496882-0,6,6,100,4.833333492,0.408248305,5,5,83.33333588,,Professors in Department,4.046481201,0.95131923
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.OLA.31445,Advanced Software Engineering,wl.202120.ECE.59500.OLA.31445,496882-0,6,6,100,4.833333492,0.408248305,4,1,16.66666603,,Professors in Department,4.046481201,0.95131923
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.OX8.32295,Advanced Software Engineering,wl.202120.ECE.59500.OX8.32295,496882-0,10,4,40,5,0,5,4,100,,Professors in Department,4.046481201,0.95131923
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.36800.001.17766,Data Structures,wl.202110.ECE.36800.001.17766,496883-0,99,43,43.43434525,4.465116501,0.735133171,5,26,60.46511459,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.36800.001.17766,Data Structures,wl.202110.ECE.36800.001.17766,496883-0,99,43,43.43434525,4.465116501,0.735133171,4,11,25.5813961,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.36800.001.17766,Data Structures,wl.202110.ECE.36800.001.17766,496883-0,99,43,43.43434525,4.465116501,0.735133171,3,6,13.95348835,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.002.28580,Software Engineering Tools,wl.202110.ECE.49595.002.28580,496883-0,5,3,60,4,1,5,1,33.33333206,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.002.28580,Software Engineering Tools,wl.202110.ECE.49595.002.28580,496883-0,5,3,60,4,1,4,1,33.33333206,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.002.28580,Software Engineering Tools,wl.202110.ECE.49595.002.28580,496883-0,5,3,60,4,1,3,1,33.33333206,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.004.28582,Software Engineering Tools,wl.202110.ECE.49595.004.28582,496883-0,3,3,100,4,1,5,1,33.33333206,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.004.28582,Software Engineering Tools,wl.202110.ECE.49595.004.28582,496883-0,3,3,100,4,1,4,1,33.33333206,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.004.28582,Software Engineering Tools,wl.202110.ECE.49595.004.28582,496883-0,3,3,100,4,1,3,1,33.33333206,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.006.28584,Software Engineering Tools,wl.202110.ECE.49595.006.28584,496883-0,7,5,71.42857361,4.400000095,0.89442718,5,3,60,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.006.28584,Software Engineering Tools,wl.202110.ECE.49595.006.28584,496883-0,7,5,71.42857361,4.400000095,0.89442718,4,1,20,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.006.28584,Software Engineering Tools,wl.202110.ECE.49595.006.28584,496883-0,7,5,71.42857361,4.400000095,0.89442718,3,1,20,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.007.28585,Software Engineering Tools,wl.202110.ECE.49595.007.28585,496883-0,7,2,28.5714283,3,0,3,2,100,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.008.28586,Software Engineering Tools,wl.202110.ECE.49595.008.28586,496883-0,22,13,59.09090805,4.076922894,0.862316489,5,5,38.46154022,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.008.28586,Software Engineering Tools,wl.202110.ECE.49595.008.28586,496883-0,22,13,59.09090805,4.076922894,0.862316489,4,4,30.76922989,,Professors in Department,4.045811518,0.935705604
Fall 2020 16 Week 11/23-12/6 (1),wl.202110.ECE.49595.008.28586,Software Engineering Tools,wl.202110.ECE.49595.008.28586,496883-0,22,13,59.09090805,4.076922894,0.862316489,3,4,30.76922989,,Professors in Department,4.045811518,0.935705604
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.014.31216,Advanced Software Engineering,wl.202120.ECE.59500.014.31216,496883-0,17,12,70.58823395,4.333333492,0.984731913,5,7,58.33333206,,Professors in Department,4.045811518,0.935705604
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.014.31216,Advanced Software Engineering,wl.202120.ECE.59500.014.31216,496883-0,17,12,70.58823395,4.333333492,0.984731913,4,3,25,,Professors in Department,4.045811518,0.935705604
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.014.31216,Advanced Software Engineering,wl.202120.ECE.59500.014.31216,496883-0,17,12,70.58823395,4.333333492,0.984731913,3,1,8.333333015,,Professors in Department,4.045811518,0.935705604
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.014.31216,Advanced Software Engineering,wl.202120.ECE.59500.014.31216,496883-0,17,12,70.58823395,4.333333492,0.984731913,2,1,8.333333015,,Professors in Department,4.045811518,0.935705604
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.EP7.31745,Advanced Software Engineering,wl.202120.ECE.59500.EP7.31745,496883-0,1,1,100,5,0,5,1,100,,Professors in Department,4.045811518,0.935705604
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.OLA.31445,Advanced Software Engineering,wl.202120.ECE.59500.OLA.31445,496883-0,6,6,100,4.666666508,0.516397774,5,4,66.66666412,,Professors in Department,4.045811518,0.935705604
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.OLA.31445,Advanced Software Engineering,wl.202120.ECE.59500.OLA.31445,496883-0,6,6,100,4.666666508,0.516397774,4,2,33.33333206,,Professors in Department,4.045811518,0.935705604
Spring 2021 16 Week 4/19-5/2 (1),wl.202120.ECE.59500.OX8.32295,Advanced Software Engineering,wl.202120.ECE.59500.OX8.32295,496883-0,10,4,40,5,0,5,4,100,,Professors in Department,4.045811518,0.935705604
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657523-0,27,18,66.66666412,4.722222328,0.460888594,4,5,27.77777863,,Professors in Department,4.674418605,0.521943722
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657523-0,27,18,66.66666412,4.722222328,0.460888594,5,13,72.22222137,,Professors in Department,4.674418605,0.521943722
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657523-0,12,4,33.33333206,4.25,0.5,4,3,75,,Professors in Department,4.674418605,0.521943722
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657523-0,12,4,33.33333206,4.25,0.5,5,1,25,,Professors in Department,4.674418605,0.521943722
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657523-0,4,2,50,5,0,5,2,100,,Professors in Department,4.674418605,0.521943722
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657534-0,27,18,66.66666412,4.833333492,0.383482486,4,3,16.66666603,,Professors in Department,4.744186047,0.492468189
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657534-0,27,18,66.66666412,4.833333492,0.383482486,5,15,83.33333588,,Professors in Department,4.744186047,0.492468189
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657534-0,12,4,33.33333206,4.5,0.577350259,4,2,50,,Professors in Department,4.744186047,0.492468189
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657534-0,12,4,33.33333206,4.5,0.577350259,5,2,50,,Professors in Department,4.744186047,0.492468189
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657534-0,4,2,50,5,0,5,2,100,,Professors in Department,4.744186047,0.492468189
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657535-0,27,18,66.66666412,4.833333492,0.51449573,3,1,5.555555344,,Professors in Department,4.744186047,0.581173823
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657535-0,27,18,66.66666412,4.833333492,0.51449573,4,1,5.555555344,,Professors in Department,4.744186047,0.581173823
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657535-0,27,18,66.66666412,4.833333492,0.51449573,5,16,88.8888855,,Professors in Department,4.744186047,0.581173823
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657535-0,12,4,33.33333206,4.75,0.5,4,1,25,,Professors in Department,4.744186047,0.581173823
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657535-0,12,4,33.33333206,4.75,0.5,5,3,75,,Professors in Department,4.744186047,0.581173823
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657535-0,4,2,50,4,1.414213538,3,1,50,,Professors in Department,4.744186047,0.581173823
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657535-0,4,2,50,4,1.414213538,5,1,50,,Professors in Department,4.744186047,0.581173823
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657536-0,27,18,66.66666412,4.944444656,0.235702261,4,1,5.555555344,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657536-0,27,18,66.66666412,4.944444656,0.235702261,5,17,94.44444275,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657536-0,12,4,33.33333206,4.75,0.5,4,1,25,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657536-0,12,4,33.33333206,4.75,0.5,5,3,75,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657536-0,4,2,50,4.5,0.707106769,4,1,50,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657536-0,4,2,50,4.5,0.707106769,5,1,50,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657537-0,27,18,66.66666412,4.888888836,0.323380828,4,2,11.11111069,,Professors in Department,4.790697674,0.514464101
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657537-0,27,18,66.66666412,4.888888836,0.323380828,5,16,88.8888855,,Professors in Department,4.790697674,0.514464101
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657537-0,12,4,33.33333206,4.75,0.5,4,1,25,,Professors in Department,4.790697674,0.514464101
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657537-0,12,4,33.33333206,4.75,0.5,5,3,75,,Professors in Department,4.790697674,0.514464101
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657537-0,4,2,50,5,0,5,2,100,,Professors in Department,4.790697674,0.514464101
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657538-0,27,18,66.66666412,4.888888836,0.323380828,4,2,11.11111069,,Professors in Department,4.860465116,0.350604604
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657538-0,27,18,66.66666412,4.888888836,0.323380828,5,16,88.8888855,,Professors in Department,4.860465116,0.350604604
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657538-0,12,4,33.33333206,4.75,0.5,4,1,25,,Professors in Department,4.860465116,0.350604604
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657538-0,12,4,33.33333206,4.75,0.5,5,3,75,,Professors in Department,4.860465116,0.350604604
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657538-0,4,2,50,5,0,5,2,100,,Professors in Department,4.860465116,0.350604604
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657539-0,27,18,66.66666412,4.944444656,0.235702261,4,1,5.555555344,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.029.29313,Advance Software Engineering,wl.202220.ECE.59500.029.29313,657539-0,27,18,66.66666412,4.944444656,0.235702261,5,17,94.44444275,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657539-0,12,4,33.33333206,4.5,0.577350259,4,2,50,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.EP4.29891,Advance Software Engineering,wl.202220.ECE.59500.EP4.29891,657539-0,12,4,33.33333206,4.5,0.577350259,5,2,50,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657539-0,4,2,50,4.5,0.707106769,4,1,50,,Professors in Department,4.837209302,0.373543684
Spring 2022 Core -3 & -4 16 Week 4/18-5/1 Co-admin,wl.202220.ECE.59500.ON4.29890,Advance Software Engineering,wl.202220.ECE.59500.ON4.29890,657539-0,4,2,50,4.5,0.707106769,5,1,50,,Professors in Department,4.837209302,0.373543684
Fall 2023 16 Week 11/27-12/10,wl.202410.ECE.69900.088.50065,Research PhD Thesis,wl.202410.ECE.69900.088.50065,737241-0,4,1,25,5,0,5,1,100,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.ECE.46100.001.18613,Software Engineering,wl.202410.ECE.46100.001.18613,737241-0,72,26,36.11111069,3.807692289,0.980580688,2,3,11.53846169,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.ECE.46100.001.18613,Software Engineering,wl.202410.ECE.46100.001.18613,737241-0,72,26,36.11111069,3.807692289,0.980580688,3,6,23.07692337,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.ECE.46100.001.18613,Software Engineering,wl.202410.ECE.46100.001.18613,737241-0,72,26,36.11111069,3.807692289,0.980580688,4,10,38.46154022,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.ECE.46100.001.18613,Software Engineering,wl.202410.ECE.46100.001.18613,737241-0,72,26,36.11111069,3.807692289,0.980580688,5,7,26.92307663,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.17920.023.11485,First Year Part In VIP,wl.202410.VIP.17920.023.11485,737241-0,1,1,100,5,0,5,1,100,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.27920.023.11487,Soph Part In VIP,wl.202410.VIP.27920.023.11487,737241-0,7,5,71.42857361,4.800000191,0.44721359,4,1,20,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.27920.023.11487,Soph Part In VIP,wl.202410.VIP.27920.023.11487,737241-0,7,5,71.42857361,4.800000191,0.44721359,5,4,80,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.37920.023.11525,Junior Part In VIP,wl.202410.VIP.37920.023.11525,737241-0,3,3,100,4.333333492,0.577350259,4,2,66.66666412,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.37920.023.11525,Junior Part In VIP,wl.202410.VIP.37920.023.11525,737241-0,3,3,100,4.333333492,0.577350259,5,1,33.33333206,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.47920.023.10351,Senior Part In VIP,wl.202410.VIP.47920.023.10351,737241-0,1,1,100,5,0,5,1,100,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.47921.023.11526,Senior Design Part In VIP I,wl.202410.VIP.47921.023.11526,737241-0,3,3,100,4.333333492,1.154700518,3,1,33.33333206,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.47921.023.11526,Senior Design Part In VIP I,wl.202410.VIP.47921.023.11526,737241-0,3,3,100,4.333333492,1.154700518,5,2,66.66666412,,Professors in Department,3.922339028,1.051262148
Fall 2023 Core -4 16 Week 11/27-12/10,wl.202410.VIP.47922.023.11512,Senior Design Part In VIP II,wl.202410.VIP.47922.023.11512,737241-0,1,1,100,5,0,5,1,100,,Professors in Department,3.922339028,1.051262148
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737241-0,130,55,42.30769348,3.799999952,1.078407645,1,2,3.636363745,,Professors in Department,3.922339028,1.051262148
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737241-0,130,55,42.30769348,3.799999952,1.078407645,2,6,10.909091,,Professors in Department,3.922339028,1.051262148
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737241-0,130,55,42.30769348,3.799999952,1.078407645,3,8,14.54545498,,Professors in Department,3.922339028,1.051262148
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737241-0,130,55,42.30769348,3.799999952,1.078407645,4,24,43.63636398,,Professors in Department,3.922339028,1.051262148
Fall 2024 16 Week 11/25-12/8 (1),PWL.202510.ECE.46100.001.18613,Software Engineering,wl.202510.ECE.46100.001.18613,737241-0,130,55,42.30769348,3.799999952,1.078407645,5,15,27.27272797,,Professors in Department,3.922339028,1.051262148
Fall 2024 Core -4 16 Week 11/25-12/8,PWL.202510.VIP.47920.023.10351,Senior Part In VIP,wl.202510.VIP.47920.023.10351,737241-0,18,17,94.44444275,4.294117451,0.685994327,3,2,11.76470566,,Professors in Department,3.922339028,1.051262148
Fall 2024 Core -4 16 Week 11/25-12/8,PWL.202510.VIP.47920.023.10351,Senior Part In VIP,wl.202510.VIP.47920.023.10351,737241-0,18,17,94.44444275,4.294117451,0.685994327,4,8,47.05882263,,Professors in Department,3.922339028,1.051262148
Fall 2024 Core -4 16 Week 11/25-12/8,PWL.202510.VIP.47920.023.10351,Senior Part In VIP,wl.202510.VIP.47920.023.10351,737241-0,18,17,94.44444275,4.294117451,0.685994327,5,7,41.17647171,,Professors in Department,3.922339028,1.051262148
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737241-0,121,43,35.53718948,3.604651213,1.44978714,1,5,11.6279068,,Professors in Department,3.922339028,1.051262148
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737241-0,121,43,35.53718948,3.604651213,1.44978714,2,7,16.2790699,,Professors in Department,3.922339028,1.051262148
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737241-0,121,43,35.53718948,3.604651213,1.44978714,3,5,11.6279068,,Professors in Department,3.922339028,1.051262148
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737241-0,121,43,35.53718948,3.604651213,1.44978714,4,9,20.930233,,Professors in Department,3.922339028,1.051262148
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.ECE.30861.001.28647,Software Engineering,wl.202610.ECE.30861.001.28647,737241-0,121,43,35.53718948,3.604651213,1.44978714,5,17,39.53488541,,Professors in Department,3.922339028,1.051262148
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.17911.028.13564,First Year Part In VIP I,wl.202610.VIP.17911.028.13564,737241-0,2,2,100,4.5,0.707106769,4,1,50,,Professors in Department,3.922339028,1.051262148
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.17911.028.13564,First Year Part In VIP I,wl.202610.VIP.17911.028.13564,737241-0,2,2,100,4.5,0.707106769,5,1,50,,Professors in Department,3.922339028,1.051262148
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.47920.028.10446,Senior Part In VIP,wl.202610.VIP.47920.028.10446,737241-0,14,13,92.85713959,4.769230843,0.438529015,4,3,23.07692337,,Professors in Department,3.922339028,1.051262148
Fall 2025 Core -4 16 Week 12/1-12/14 (1),PWL.202610.VIP.47920.028.10446,Senior Part In VIP,wl.202610.VIP.47920.028.10446,737241-0,14,13,92.85713959,4.769230843,0.438529015,5,10,76.92308044,,Professors in Department,3.922339028,1.051262148
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737241-0,143,70,48.9510498,3.700000048,1.120946765,1,3,4.285714149,,Professors in Department,3.922339028,1.051262148
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737241-0,143,70,48.9510498,3.700000048,1.120946765,2,8,11.4285717,,Professors in Department,3.922339028,1.051262148
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737241-0,143,70,48.9510498,3.700000048,1.120946765,3,15,21.4285717,,Professors in Department,3.922339028,1.051262148
Spring 2023 Core 10 16 Week 4/17-4/30 Co-admin,wl.202320.ECE.46100.001.19730,Software Engineering,wl.202320.ECE.46100.001.19730,737241-0,143,70,48.9510498,3.700000048,1.120946765,4,25,35.7142868,,Professors in Department,3.922339028,1.051262148
